NbNodes = 100;
NbNDDs = 0;
NbPairs = 100;
NbTerminals = 0;
K = 0;
L = 102;
Wt = [
[-9999, 61, -9999, -9999, -9999, -9999, -9999, -9999, 24, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 63, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 41, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 16, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 25, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 89, 6, 5, -9999, -9999, -9999, -9999, -9999, -9999, -9999],
[-9999, -9999, 50, 78, -9999, -9999, -9999, -9999, 46, -9999, 98, -9999, -9999, -9999, -9999, 61, -9999, -9999, -9999, -9999, 91, 24, -9999, -9999, -9999, 100, -9999, -9999, 84, -9999, 67, -9999, 28, -9999, 44, -9999, 87, 59, 90, -9999, -9999, -9999, -9999, -9999, 47, -9999, 93, -9999, -9999, -9999, -9999, 88, 7, -9999, -9999, -9999, 84, 67, -9999, 73, 76, -9999, 72, 47, 87, -9999, -9999, 15, 90, -9999, -9999, -9999, 69, -9999, -9999, -9999, 56, 26, 87, -9999, -9999, -9999, 29, -9999, 4, 16, 35, 66, -9999, -9999, 92, 38, -9999, -9999, -9999, 78, -9999, 33, -9999, -9999],
[-9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 93, 51, -9999, -9999, -9999, -9999, -9999, 18, 39, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 51, -9999, -9999, -9999, 18, -9999, -9999, -9999, -9999, -9999, 88, 66, -9999, -9999, -9999, 66, -9999, 51, -9999, -9999],
[76, -9999, -9999, -9999, 7, -9999, 31, -9999, -9999, 4, -9999, -9999, -9999, 53, 55, -9999, 32, -9999, 83, -9999, 53, -9999, -9999, -9999, -9999, 76, -9999, -9999, -9999, -9999, 78, -9999, 77, -9999, 49, -9999, -9999, 49, -9999, -9999, -9999, -9999, -9999, -9999, 76, -9999, 14, -9999, -9999, -9999, -9999, 53, -9999, -9999, -9999, 57, 39, 97, -9999, -9999, 14, -9999, -9999, 83, -9999, 12, -9999, -9999, 15, -9999, -9999, -9999, 93, -9999, -9999, -9999, -9999, 26, 51, -9999, 1, 57, 65, -9999, 21, -9999, -9999, 23, -9999, -9999, 97, 66, 71, -9999, -9999, 62, -9999, 19, -9999, -9999],
[-9999, -9999, 96, -9999, -9999, -9999, 69, -9999, 25, -9999, 46, -9999, 18, 69, -9999, 62, -9999, -9999, -9999, -9999, 40, -9999, -9999, -9999, -9999, -9999, 30, -9999, -9999, 89, -9999, -9999, 27, 42, 20, -9999, 26, 44, 99, -9999, -9999, -9999, 71, -9999, 38, -9999, 9, -9999, -9999, -9999, -9999, 42, 54, -9999, -9999, 80, 3, 69, -9999, 52, 10, -9999, 97, 95, 64, 84, -9999, 10, 80, -9999, -9999, -9999, 29, -9999, 50, 66, -9999, -9999, 3, -9999, 27, 89, 23, -9999, -9999, -9999, -9999, 10, -9999, -9999, 64, -9999, -9999, -9999, -9999, -9999, -9999, 8, -9999, -9999],
[-9999, 81, -9999, 49, -9999, -9999, -9999, -9999, -9999, 5, -9999, -9999, 7, 42, 9, -9999, 89, -9999, 57, -9999, 61, 78, -9999, -9999, -9999, 33, 66, -9999, 99, -9999, -9999, -9999, 89, -9999, -9999, -9999, 42, -9999, 66, -9999, -9999, -9999, 54, -9999, 23, -9999, 65, -9999, -9999, -9999, 1, 100, 54, -9999, -9999, 33, 83, 29, -9999, 5, 93, -9999, -9999, 76, -9999, -9999, -9999, 88, 73, 57, -9999, -9999, 67, -9999, -9999, -9999, -9999, -9999, 72, -9999, -9999, 11, 55, -9999, 33, 67, 19, 18, -9999, 6, 76, -9999, 2, -9999, -9999, 16, -9999, 15, -9999, -9999],
[10, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 18, 78, -9999, -9999, -9999, -9999, 47, -9999, -9999, 35, -9999, 48, -9999, -9999, -9999, -9999, 32, -9999, -9999, 86, 6, -9999, -9999, 80, -9999, 11, 43, 27, 28, 94, -9999, -9999, -9999, -9999, -9999, 84, 65, 67, -9999, -9999, -9999, -9999, 72, 51, -9999, -9999, 56, 30, 58, -9999, -9999, -9999, -9999, -9999, 17, 25, 91, -9999, 90, 30, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 13, -9999, -9999, 11, 63, -9999, 77, 56, -9999, 85, -9999, -9999, 10, 57, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999],
[8, 31, 44, 43, 18, -9999, 73, -9999, 98, 3, 61, 23, 37, 51, 74, -9999, -9999, -9999, -9999, -9999, 32, 84, -9999, -9999, 75, 19, 81, 29, -9999, 39, 36, -9999, 62, -9999, 95, -9999, -9999, -9999, 8, -9999, 60, 24, 77, -9999, 75, -9999, -9999, 97, 20, -9999, -9999, 41, -9999, 29, 59, 55, 40, 77, -9999, -9999, 34, 6, -9999, 41, 92, 8, -9999, 67, 74, -9999, 94, -9999, 86, -9999, -9999, -9999, 25, 11, 97, -9999, 47, 62, 73, -9999, 65, -9999, 30, -9999, 73, -9999, 95, 89, 4, -9999, -9999, -9999, 99, -9999, 89, -9999],
[28, 54, -9999, 48, 34, -9999, 40, -9999, -9999, 93, 73, -9999, 93, -9999, -9999, 10, 30, -9999, -9999, -9999, 37, 25, -9999, -9999, -9999, -9999, 39, -9999, 30, 77, 90, -9999, 66, -9999, 12, -9999, 90, 44, 28, -9999, -9999, -9999, 56, -9999, 71, 29, -9999, -9999, -9999, -9999, -9999, 54, 92, -9999, -9999, 79, 99, -9999, -9999, -9999, -9999, -9999, 17, 23, 91, -9999, -9999, 70, 85, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 61, -9999, -9999, 69, 9, 73, -9999, 51, 16, 21, 20, -9999, -9999, 38, 58, 34, -9999, -9999, 30, -9999, -9999, -9999, -9999],
[52, -9999, 76, 68, -9999, 78, -9999, -9999, -9999, -9999, 84, -9999, 37, 9, 97, 22, -9999, -9999, -9999, -9999, 43, 2, -9999, -9999, -9999, -9999, 70, -9999, 80, -9999, -9999, -9999, 22, -9999, -9999, 3, 78, 71, -9999, -9999, -9999, -9999, 81, -9999, 68, -9999, -9999, -9999, -9999, -9999, -9999, 75, 74, -9999, -9999, 6, 94, 88, -9999, -9999, 37, -9999, 68, 91, 78, -9999, -9999, 50, 43, -9999, -9999, -9999, 12, -9999, -9999, -9999, -9999, 16, -9999, -9999, 38, 10, 64, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 59, 96, 4, -9999, -9999, 94, -9999, 6, -9999, -9999],
