NbNodes = 100;
NbNDDs = 0;
NbPairs = 100;
NbTerminals = 0;
K = 0;
L = 102;
Wt = [
[-9999, -9999, 28, -9999, 15, 100, -9999, 45, -9999, 27, -9999, 26, -9999, -9999, 40, -9999, -9999, 97, -9999, -9999, 56, -9999, 30, -9999, -9999, -9999, 24, -9999, 80, 23, -9999, 39, -9999, -9999, -9999, 46, -9999, -9999, 86, -9999, 54, 80, 12, -9999, -9999, 66, 45, -9999, -9999, 69, -9999, -9999, 58, 75, 10, 12, 6, -9999, 57, -9999, 78, -9999, 82, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 65, 58, -9999, -9999, -9999, -9999, 18, 1, -9999, -9999, 84, 44, -9999, 28, 92, -9999, 44, 33, 52, -9999, 43, 57, 82, -9999, -9999, 85, 86, 63, 59],
[25, -9999, 10, -9999, 47, -9999, -9999, 64, 70, -9999, 77, 53, -9999, -9999, -9999, 12, 7, -9999, -9999, -9999, 54, -9999, 8, 39, -9999, -9999, 76, -9999, 6, -9999, -9999, -9999, 42, 73, -9999, 59, 19, -9999, 73, -9999, 26, 20, 95, 76, 4, -9999, -9999, -9999, -9999, 85, 76, 9, -9999, 46, -9999, -9999, -9999, -9999, 18, 61, 95, -9999, -9999, -9999, -9999, 90, -9999, 76, 72, -9999, -9999, -9999, 85, 87, 64, -9999, -9999, 99, 40, 24, 56, 39, 69, -9999, -9999, 80, -9999, -9999, -9999, -9999, -9999, 60, -9999, -9999, -9999, 62, 28, -9999, -9999, -9999],
[-9999, -9999, -9999, -9999, 17, 32, -9999, 74, 30, -9999, 9, 3, -9999, -9999, -9999, -9999, 69, -9999, -9999, 24, 66, -9999, 8, 25, -9999, -9999, 63, -9999, -9999, 93, -9999, -9999, -9999, 83, -9999, 91, -9999, -9999, 56, -9999, 27, 56, 26, -9999, 4, 32, 85, -9999, -9999, 1, 20, 77, -9999, 18, 79, -9999, -9999, -9999, -9999, -9999, 31, -9999, -9999, -9999, -9999, 68, -9999, 95, -9999, -9999, -9999, -9999, -9999, 75, -9999, 83, -9999, 70, 2, -9999, -9999, 34, 41, -9999, -9999, -9999, -9999, 53, 36, -9999, -9999, 56, -9999, 28, -9999, 3, -9999, -9999, -9999, -9999],
[-9999, -9999, 3, -9999, 74, 87, -9999, 53, 90, -9999, 20, 64, -9999, -9999, 36, 88, 91, -9999, -9999, 13, 13, 31, -9999, -9999, -9999, -9999, 27, -9999, -9999, -9999, -9999, -9999, -9999, 35, -9999, 61, -9999, -9999, 43, -9999, 89, 9, 49, 70, 49, -9999, 59, 96, 48, 23, -9999, -9999, 76, 31, 98, -9999, -9999, -9999, 33, 52, 70, -9999, -9999, -9999, 40, 28, -9999, 9, -9999, -9999, -9999, 58, -9999, 51, -9999, 43, -9999, 68, 15, -9999, 5, -9999, 85, 23, -9999, 36, -9999, 33, 23, -9999, -9999, 60, -9999, -9999, -9999, 50, -9999, -9999, -9999, -9999],
[51, -9999, -9999, -9999, -9999, 97, -9999, 69, -9999, -9999, 5, 64, -9999, 56, 90, 2, -9999, -9999, -9999, 19, 65, -9999, 40, 35, -9999, -9999, 16, -9999, 38, -9999, -9999, -9999, 13, -9999, -9999, 27, -9999, -9999, 71, -9999, 98, 72, 4, -9999, 28, 46, -9999, 26, 95, -9999, 3, 98, -9999, 2, 9, -9999, -9999, -9999, 94, -9999, -9999, -9999, -9999, -9999, 1, 97, -9999, 69, -9999, -9999, -9999, -9999, 12, 60, 93, 97, -9999, -9999, -9999, -9999, -9999, -9999, 22, -9999, -9999, 42, -9999, 76, -9999, -9999, 53, 68, -9999, 25, -9999, 14, 37, -9999, -9999, -9999],
[-9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 83, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 85, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 97, 17, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 26, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 88, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 27, -9999, -9999, -9999, -9999],
[13, -9999, -9999, -9999, -9999, -9999, -9999, 5, -9999, -9999, -9999, -9999, -9999, -9999, 80, 85, -9999, -9999, -9999, -9999, 94, -9999, -9999, 36, -9999, -9999, 53, -9999, 12, -9999, 47, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 89, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 100, 19, -9999, 60, -9999, -9999, 24, -9999, -9999, -9999, -9999, 33, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 17, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 50, -9999, -9999],
[65, -9999, -9999, -9999, 44, 2, -9999, -9999, -9999, -9999, -9999, 20, -9999, -9999, 70, 35, -9999, -9999, -9999, 90, 47, -9999, 61, 81, -9999, -9999, 76, -9999, 2, -9999, -9999, -9999, 64, 100, -9999, 61, -9999, -9999, -9999, -9999, 47, 40, -9999, 19, -9999, -9999, -9999, -9999, 9, -9999, 9, 73, 43, 73, 81, -9999, -9999, -9999, -9999, -9999, 4, -9999, -9999, -9999, 69, -9999, -9999, 59, -9999, -9999, -9999, 51, -9999, 68, -9999, 14, 63, 71, 61, 50, -9999, 76, 55, -9999, -9999, -9999, -9999, 96, -9999, -9999, 17, 60, -9999, 23, -9999, 26, -9999, 23, -9999, -9999],
[98, -9999, 10, -9999, 32, 47, -9999, 64, -9999, -9999, -9999, 29, -9999, -9999, 6, -9999, 17, -9999, -9999, 36, 9, -9999, 6, -9999, -9999, -9999, 41, -9999, 84, 23, -9999, -9999, 11, -9999, -9999, 87, -9999, 77, 74, 65, 92, 25, 85, -9999, 3, 98, 76, -9999, 8, -9999, 95, -9999, -9999, 58, 71, -9999, 97, -9999, -9999, 31, 60, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 22, -9999, -9999, 71, -9999, -9999, -9999, -9999, 39, -9999, -9999, 16, 15, 17, -9999, -9999, 99, -9999, 16, 8, -9999, 24, 34, -9999, -9999, -9999, 58, 75, 2, -9999, -9999],
[-9999, -9999, -9999, -9999, 1, -9999, -9999, 40, -9999, -9999, -9999, 12, -9999, -9999, 38, 90, -9999, -9999, -9999, 52, 11, -9999, 1, 24, -9999, -9999, 69, -9999, 50, 57, -9999, -9999, 10, 3, -9999, 63, -9999, -9999, 21, -9999, 2, 9, 36, -9999, 31, -9999, 77, -9999, 82, 97, -9999, -9999, 17, 12, -9999, -9999, -9999, -9999, 30, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 97, -9999, -9999, -9999, 42, 69, 83, 60, 82, -9999, 51, 90, -9999, -9999, 66, 23, -9999, -9999, 38, -9999, 27, 55, -9999, 7, 53, -9999, -9999, -9999, 76, 62, 28, -9999, -9999],
[100, -9999, -9999, -9999, 70, 60, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 89, -9999, -9999, 62, -9999, 45, -9999, -9999, -9999, -9999, -9999, 9, -9999, 40, 13, 98, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 47, -9999, 100, -9999, -9999, -9999, -9999, -9999, 34, 90, -9999, 89, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 10, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 84, -9999, -9999, -9999, -9999, 70, -9999, 36, 77, -9999, -9999, -9999, -9999, -9999, -9999, 62, -9999, 82, -9999, -9999],
[-9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 34, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 33, -9999, -9999, -9999, -9999],
