NbNodes = 100;
NbNDDs = 0;
NbPairs = 100;
NbTerminals = 0;
K = 0;
L = 102;
Wt = [
[-9999, -9999, 86, -9999, 49, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 80, -9999, -9999, -9999, -9999, 24, -9999, -9999, 78, 50, 36, 91, -9999, 54, 80, -9999, -9999, -9999, -9999, -9999, 68, -9999, 80, 57, -9999, 11, 45, -9999, 47, 22, -9999, 57, -9999, -9999, 67, -9999, -9999, 33, 45, 29, -9999, 16, 70, 64, 54, -9999, 68, 59, 87, 62, 44, -9999, -9999, -9999, 5, 5, -9999, -9999, 30, -9999, 6, -9999, 27, -9999, 28, 38, 10, -9999, -9999, 7, 18, 81, 39, -9999, 57, -9999, -9999, 38, 29, -9999, 32, -9999, 28, 15, -9999, 6],
[-9999, -9999, 93, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 72, -9999, -9999, -9999, 97, -9999, -9999, -9999, 79, -9999, -9999, -9999, 66, -9999, -9999, 16, -9999, 12, 75, 95, 17, -9999, 57, 25, 59, 10, -9999, -9999, -9999, 89, 1, 89, 15, 80, -9999, 78, -9999, -9999, 64, 63, -9999, -9999, 92, 34, -9999, -9999, -9999, -9999, 44, 91, -9999, 82, 40, 82, 3, -9999, 83, -9999, 76, 81, -9999, -9999, 87, -9999, -9999, -9999, -9999, -9999, 74, 77, -9999, -9999, 39, -9999, -9999, -9999, -9999, -9999, 83, -9999, -9999, -9999, 1, -9999, -9999, 12, 84, 18, -9999, -9999],
[-9999, -9999, -9999, -9999, -9999, -9999, 39, -9999, -9999, -9999, -9999, 46, -9999, 86, 57, -9999, -9999, -9999, 52, 80, -9999, -9999, 90, 67, 84, 30, -9999, -9999, 14, 51, -9999, 30, -9999, 94, 70, 36, -9999, 88, -9999, -9999, 63, -9999, 12, 20, -9999, -9999, -9999, -9999, 40, -9999, -9999, -9999, -9999, 87, -9999, -9999, -9999, 87, 73, 58, 38, 5, 66, 32, 24, 6, -9999, -9999, 14, -9999, -9999, -9999, 4, -9999, -9999, -9999, -9999, -9999, 98, 65, -9999, -9999, 43, 88, -9999, -9999, -9999, -9999, 38, -9999, -9999, 84, -9999, -9999, 20, -9999, -9999, 99, -9999, -9999],
[-9999, -9999, -9999, -9999, -9999, 73, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 29, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 37, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 91, -9999, -9999, -9999, 77, -9999, 83, -9999, -9999, -9999, -9999, 61, -9999, -9999, -9999, -9999, 67, -9999, -9999, -9999, 43, -9999, -9999, -9999, -9999, -9999, -9999, 98, -9999, 58, -9999, -9999, -9999, -9999, -9999, 66, -9999, -9999, 36, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 34, -9999, -9999, 88, -9999, 72, -9999, -9999, -9999, 91, -9999, 87, -9999, 54, -9999, -9999, -9999],
[-9999, -9999, 30, -9999, -9999, -9999, 7, -9999, -9999, -9999, 52, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 83, -9999, -9999, 58, 81, -9999, 14, -9999, -9999, 54, -9999, -9999, 97, 11, 54, 86, -9999, -9999, -9999, -9999, 41, 12, -9999, 18, -9999, -9999, 53, -9999, -9999, 61, -9999, -9999, -9999, 6, 27, -9999, -9999, -9999, 65, -9999, 51, 43, -9999, 66, 94, -9999, -9999, -9999, -9999, 28, -9999, -9999, -9999, -9999, -9999, -9999, 25, 56, -9999, 53, 33, -9999, -9999, 39, 46, 1, -9999, 61, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 5, 58, 80, 32, -9999, -9999],
[-9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 88, -9999, 98, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 65, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999],
[33, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 97, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999],
[-9999, -9999, 22, 10, -9999, 28, 2, -9999, -9999, 36, -9999, -9999, -9999, 100, 93, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 42, -9999, 25, -9999, 68, -9999, -9999, 1, -9999, -9999, 62, 84, 35, -9999, 94, -9999, -9999, 34, -9999, 95, 39, -9999, 19, -9999, 72, 76, -9999, -9999, -9999, -9999, 10, -9999, 67, -9999, 97, -9999, 58, -9999, 18, -9999, 16, 13, 60, -9999, -9999, 9, 89, -9999, -9999, -9999, -9999, 73, -9999, 60, -9999, 88, 15, -9999, -9999, -9999, 97, -9999, 40, -9999, -9999, 46, -9999, -9999, 46, 89, -9999, 49, 82, -9999, 15, -9999, -9999],
[-9999, -9999, -9999, -9999, -9999, 27, 56, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 47, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 31, -9999, -9999, -9999, 46, -9999, 89, -9999, -9999, -9999, -9999, 53, -9999, -9999, -9999, -9999, 18, -9999, -9999, -9999, 27, -9999, -9999, -9999, -9999, 31, -9999, -9999, -9999, 77, -9999, -9999, -9999, -9999, -9999, 61, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 81, -9999, -9999, 100, -9999, 41, -9999, -9999, 54, 30, -9999, -9999, -9999, 79, -9999, 64, -9999],
[-9999, -9999, -9999, -9999, -9999, 96, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 71, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 35, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 68, -9999, -9999, -9999, 8, -9999, 57, -9999, -9999, -9999, -9999, 47, -9999, -9999, -9999, -9999, 87, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 7, -9999, 67, -9999, 50, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 49, -9999, -9999, 21, -9999, -9999, -9999, -9999, 85, 7, -9999, 73, -9999, -9999, -9999, -9999, -9999],
