NbNodes = 200;
NbNDDs = 0;
NbPairs = 200;
NbTerminals = 0;
K = 0;
L = 202;
Wt = [
[-9999, -9999, -9999, -9999, 86, -9999, -9999, -9999, -9999, -9999, 51, 92, -9999, 13, -9999, -9999, -9999, 82, 98, 3, 34, 8, -9999, -9999, 73, -9999, -9999, -9999, 60, 99, 33, 99, -9999, 4, 57, 26, -9999, 8, -9999, 20, 72, 73, 10, 6, 69, 31, 16, 24, 69, 45, -9999, 64, 24, 45, 56, 6, -9999, -9999, -9999, -9999, 44, 93, 81, -9999, -9999, 13, -9999, -9999, 1, -9999, 36, 30, -9999, -9999, -9999, -9999, 85, -9999, -9999, -9999, 38, 14, -9999, 37, -9999, -9999, -9999, 68, -9999, -9999, 14, -9999, -9999, -9999, -9999, -9999, -9999, 19, 87, 26, 39, -9999, 12, 100, 15, -9999, -9999, 87, 64, -9999, 24, 4, -9999, 7, 75, 69, -9999, 85, 11, -9999, -9999, -9999, -9999, 90, -9999, 89, -9999, -9999, 19, -9999, -9999, 74, -9999, -9999, 64, -9999, -9999, 35, -9999, -9999, 39, -9999, 19, -9999, 5, -9999, -9999, -9999, 33, 64, 93, -9999, 96, 80, -9999, 59, -9999, 75, 82, 28, -9999, -9999, -9999, 97, -9999, 44, -9999, -9999, -9999, -9999, 8, -9999, 26, -9999, 67, 23, -9999, 24, -9999, -9999, -9999, 80, -9999, -9999, 41, -9999, 50, 66, -9999, -9999, 80, -9999, -9999, -9999, -9999, -9999, -9999, 56, -9999, 54],
[99, -9999, 7, -9999, 99, -9999, -9999, 61, 76, 90, 12, 38, 43, 8, -9999, -9999, 26, 15, 64, -9999, 43, 10, 43, -9999, -9999, -9999, 71, -9999, 46, -9999, -9999, 89, 11, 75, -9999, 45, 92, -9999, -9999, -9999, -9999, 45, 71, -9999, 38, -9999, -9999, 64, 28, 33, -9999, 37, 78, 73, 6, 3, 5, 44, -9999, 23, -9999, -9999, 93, 55, -9999, -9999, -9999, -9999, -9999, 65, 81, 30, -9999, -9999, 9, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 13, -9999, 70, 70, -9999, 72, -9999, -9999, -9999, 36, 41, 47, 12, 55, 73, 85, 45, 2, 56, -9999, -9999, -9999, 48, 63, -9999, 44, 13, -9999, 52, 29, -9999, 27, -9999, 54, 100, -9999, 92, -9999, 84, 53, 82, 42, -9999, -9999, -9999, 26, 83, -9999, -9999, 11, 71, -9999, -9999, -9999, -9999, 93, -9999, -9999, -9999, -9999, 48, 29, 20, 65, -9999, 68, 33, -9999, 35, -9999, 40, 55, -9999, 12, 87, -9999, 29, 76, -9999, -9999, -9999, -9999, 20, 65, -9999, 21, -9999, -9999, 65, -9999, -9999, -9999, 51, 94, -9999, -9999, 83, 7, -9999, -9999, -9999, -9999, 98, 11, 42, -9999, -9999, 60, 42, 56, -9999, 92, -9999, 28, -9999, 94, -9999, 13],
[-9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 33, -9999, 76, 55, -9999, -9999, 52, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 62, -9999, 72, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 76, 83, -9999, 16, -9999, 86, -9999, -9999, -9999, 32, -9999, -9999, -9999, 31, -9999, -9999, -9999, -9999, -9999, 77, -9999, -9999, -9999, -9999, -9999, -9999, 73, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 25, 37, -9999, -9999, -9999, -9999, 64, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 45, 36, -9999, -9999, -9999, -9999, 93, -9999, -9999, -9999, 33, 89, 13, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 61, -9999, -9999, -9999, -9999, 6, -9999, -9999, 45, 42, -9999, -9999, -9999, -9999, 74, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 61, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 2, 70, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 63, -9999, -9999, -9999, 26, -9999, -9999, -9999, 30, -9999, 11, -9999, -9999, 8, -9999, 9, -9999, 36, -9999, 24, 69, -9999, -9999, -9999, -9999, 29, -9999, -9999, -9999],
[-9999, -9999, -9999, -9999, 18, -9999, -9999, -9999, 13, -9999, 40, 99, -9999, -9999, -9999, -9999, -9999, 50, 93, 100, 76, 84, 11, 42, -9999, -9999, 73, -9999, 58, 61, 92, -9999, -9999, 48, 82, 23, 15, 52, 37, -9999, -9999, 20, -9999, -9999, 21, -9999, -9999, 28, 22, 7, -9999, 11, 25, -9999, 31, 70, 57, -9999, -9999, -9999, 7, 17, 93, -9999, -9999, -9999, -9999, 99, 6, -9999, 77, 8, 35, -9999, -9999, -9999, 93, -9999, -9999, -9999, 17, -9999, -9999, -9999, -9999, -9999, -9999, 71, -9999, 24, -9999, -9999, 71, -9999, -9999, -9999, -9999, 85, -9999, 72, 33, 35, 49, -9999, 30, 15, -9999, -9999, 69, 49, 67, 31, -9999, -9999, 23, 86, 88, 54, 62, -9999, 2, -9999, -9999, 83, -9999, -9999, 61, -9999, 65, 96, -9999, 51, 13, -9999, 60, -9999, -9999, 47, -9999, -9999, 67, -9999, 38, 76, 20, -9999, -9999, -9999, 80, 56, 83, -9999, 17, -9999, -9999, 79, -9999, 95, -9999, -9999, -9999, -9999, -9999, -9999, 25, 63, -9999, 70, -9999, -9999, 57, 11, -9999, -9999, 75, 69, -9999, -9999, -9999, 38, -9999, 62, 65, -9999, 16, -9999, 49, 2, -9999, 25, -9999, 11, -9999, 53, 17, -9999, 15, 20, 7, 15],
[-9999, 9, -9999, -9999, -9999, -9999, -9999, -9999, 52, -9999, -9999, 56, -9999, 53, -9999, -9999, -9999, 40, 41, -9999, -9999, 88, 34, 32, 44, -9999, 12, -9999, 44, -9999, 71, 1, -9999, 15, 47, 28, -9999, 99, 87, 79, -9999, 1, -9999, -9999, -9999, 23, -9999, 92, -9999, 73, 23, 40, 80, 14, 27, -9999, -9999, -9999, -9999, 58, 16, 2, 46, -9999, -9999, 4, -9999, -9999, -9999, -9999, 39, -9999, 5, -9999, -9999, -9999, 86, -9999, -9999, -9999, 66, -9999, -9999, -9999, 25, 3, -9999, 45, -9999, -9999, -9999, 97, 7, -9999, -9999, -9999, -9999, -9999, 64, -9999, 2, -9999, -9999, 90, -9999, -9999, -9999, 10, 30, 6, 98, 23, -9999, -9999, 38, 82, -9999, 43, 86, -9999, 42, -9999, -9999, 47, 12, 14, -9999, -9999, -9999, 9, 55, 34, -9999, -9999, 16, -9999, -9999, 34, -9999, -9999, 36, -9999, 74, 85, 28, -9999, -9999, -9999, 88, 22, 73, -9999, 8, 31, -9999, -9999, -9999, 34, -9999, 65, -9999, -9999, 82, -9999, 85, 57, -9999, 29, -9999, -9999, 66, 29, -9999, -9999, 37, 93, -9999, -9999, -9999, 70, -9999, 24, 37, -9999, -9999, -9999, 24, 98, -9999, 13, -9999, 46, 25, 21, -9999, -9999, 21, -9999, 81, -9999],
[-9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 92, -9999, 36, -9999, -9999, -9999, -9999, -9999, 3, -9999, 72, 58, -9999, 86, -9999, 56, -9999, 60, -9999, 23, -9999, -9999, 11, 99, 19, 36, -9999, 12, 97, 65, 23, 90, -9999, 19, -9999, -9999, 15, 4, -9999, -9999, 15, 6, 8, 15, 43, 63, -9999, -9999, -9999, 66, 4, 12, -9999, -9999, 1, -9999, -9999, -9999, -9999, 94, 9, 96, -9999, -9999, -9999, -9999, 92, -9999, -9999, 82, -9999, -9999, 59, -9999, 62, -9999, -9999, -9999, -9999, 95, -9999, 59, -9999, -9999, -9999, -9999, 58, 39, 42, -9999, -9999, 52, -9999, -9999, 34, 44, -9999, 12, 23, 70, 34, -9999, -9999, 35, -9999, 10, 68, -9999, -9999, 10, -9999, 90, -9999, -9999, 92, -9999, -9999, 8, 48, -9999, 7, 17, -9999, 61, -9999, -9999, 62, -9999, -9999, -9999, -9999, 53, 10, 100, -9999, -9999, -9999, 76, 67, 77, -9999, -9999, -9999, -9999, 82, -9999, -9999, 3, 53, -9999, -9999, 42, -9999, -9999, -9999, 73, -9999, -9999, -9999, 9, 26, -9999, -9999, -9999, 69, -9999, -9999, -9999, -9999, -9999, 72, -9999, -9999, 77, -9999, 53, 90, -9999, -9999, 58, 54, 56, 38, 59, -9999, 46, 91, 38, -9999],
[-9999, -9999, -9999, -9999, 71, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 92, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 30, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 56, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 54, 81, -9999, -9999, -9999, -9999, -9999, 69, -9999, -9999, -9999, -9999, -9999, 94, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 19, -9999, -9999, -9999, -9999, 87, -9999, 97, -9999, -9999, -9999, -9999, 72, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999],
[-9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 92, -9999, -9999, 64, 12, 58, -9999, -9999, -9999, -9999, -9999, 97, 8, 11, 17, -9999, 37, -9999, -9999, -9999, 48, 99, 97, -9999, -9999, -9999, 63, -9999, 78, -9999, 71, 49, 13, -9999, 97, 63, 67, 100, -9999, 40, -9999, 84, 59, 63, 23, 65, 59, -9999, -9999, -9999, -9999, -9999, 30, -9999, -9999, -9999, -9999, 80, -9999, 80, 74, -9999, 24, -9999, 22, -9999, -9999, -9999, 73, 37, -9999, -9999, 43, 44, -9999, -9999, 82, -9999, -9999, 60, -9999, -9999, -9999, -9999, 96, -9999, -9999, -9999, -9999, -9999, 63, 3, -9999, -9999, 12, -9999, -9999, -9999, -9999, -9999, 39, -9999, -9999, 64, -9999, 54, 9, 1, 68, 6, 9, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 26, -9999, 27, 98, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 85, -9999, -9999, 50, -9999, 37, 25, 60, -9999, -9999, -9999, 72, 8, 9, -9999, 42, 37, -9999, 62, -9999, 91, 91, -9999, -9999, -9999, -9999, 34, 77, -9999, 57, 24, -9999, -9999, 2, 90, -9999, -9999, 54, 40, -9999, -9999, -9999, 37, -9999, -9999, 14, -9999, -9999, -9999, 39, 90, -9999, 1, 84, 68, 38, -9999, 80, -9999, 43, 73, 4, 91],
[-9999, -9999, -9999, -9999, -9999, 62, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 27, -9999, -9999, -9999, 66, -9999, -9999, -9999, -9999, 77, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 93, 45, -9999, -9999, -9999, 17, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 93, 4, 49, -9999, 61, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 3, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 81, -9999, -9999, 76, 5, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 95, 54, -9999, -9999, -9999, -9999, 94, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 45, -9999, -9999, -9999, -9999, -9999, -9999, 35, -9999, -9999, -9999, -9999, -9999, 94, -9999, 88, -9999, -9999, 64, -9999, -9999, -9999, -9999, -9999, -9999, 76, -9999, 76, -9999, -9999, 78, -9999, -9999, -9999, -9999, -9999, 87, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 49, -9999, -9999, -9999, -9999, -9999, 83, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 56, -9999, -9999, -9999, -9999, -9999, 73, -9999, -9999, 73, -9999, -9999, -9999, 39, -9999, -9999, 20, 13, -9999, -9999, -9999, -9999, -9999, 14, -9999, -9999, -9999, -9999, 39, -9999, 81, -9999, 7, 75, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999],
[87, -9999, -9999, 54, 90, 20, -9999, 68, 57, -9999, 74, 36, 30, 72, -9999, -9999, 54, 41, 36, -9999, -9999, 70, -9999, 89, -9999, -9999, -9999, 80, 43, -9999, 19, 46, -9999, 62, -9999, 92, 80, 39, -9999, -9999, -9999, 51, 99, -9999, 10, 46, 28, 80, -9999, 3, 17, 72, 80, -9999, 20, 70, 98, 12, 36, -9999, 10, -9999, -9999, 58, -9999, -9999, 29, 21, 83, -9999, 87, 67, -9999, -9999, 85, 56, -9999, -9999, -9999, -9999, 95, -9999, 24, 52, 5, 18, 32, 57, 83, 15, 72, -9999, -9999, -9999, -9999, 90, -9999, -9999, 28, 43, 10, 28, 87, 37, -9999, 29, 87, -9999, 59, -9999, -9999, 54, -9999, 73, 51, -9999, -9999, 95, 93, -9999, -9999, -9999, 79, 23, 3, 40, 33, -9999, -9999, 28, -9999, -9999, 55, 81, 88, 29, -9999, -9999, -9999, -9999, -9999, 44, 28, 28, 21, 98, -9999, -9999, 62, -9999, 68, -9999, 30, -9999, -9999, 39, 11, 94, -9999, -9999, -9999, -9999, -9999, 18, 85, -9999, 34, 54, -9999, -9999, 6, 24, -9999, 69, 49, 31, -9999, -9999, 55, 72, -9999, -9999, -9999, -9999, -9999, 80, 85, 31, -9999, 26, 5, 84, -9999, 64, -9999, 51, 60, 88, -9999, -9999],
