NbNodes = 210;
NbNDDs = 10;
NbPairs = 190;
NbTerminals = 10;
K = 0;
L = 192;
Wt = [
[-9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 50, 94, -9999, 25, -9999, -9999, -9999, -9999, -9999, 49, -9999, -9999, -9999, 88, -9999, 96, 75, 76, -9999, -9999, -9999, -9999, 78, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 4, 60, -9999, -9999, 98, -9999, -9999, -9999, 47, 8, -9999, 2, 80, -9999, -9999, -9999, -9999, -9999, -9999, 96, -9999, -9999, 35, -9999, -9999, -9999, -9999, -9999, -9999, 84, -9999, 80, -9999, 92, 6, -9999, -9999, -9999, -9999, -9999, -9999, 27, -9999, 96, -9999, 89, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 21, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 27, -9999, 89, -9999, -9999, -9999, 30, -9999, -9999, -9999, -9999, 39, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 63, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 52, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 8, -9999, -9999, -9999, -9999, -9999, 15, 58, 38, -9999, -9999, -9999, -9999, 42, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 33, -9999, -9999, -9999, -9999, -9999, 84, 49, -9999, -9999, -9999, -9999, -9999, 39, -9999, 64, 35, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1],
[-9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 29, -9999, 52, -9999, 34, 20, 3, -9999, -9999, -9999, -9999, 47, 15, 17, 41, -9999, 17, 27, 81, -9999, -9999, -9999, -9999, 84, -9999, 43, -9999, -9999, -9999, 87, -9999, 4, -9999, -9999, 85, 66, -9999, 83, -9999, 45, -9999, -9999, -9999, -9999, -9999, 61, -9999, 6, 84, 3, 58, -9999, -9999, -9999, -9999, -9999, 49, -9999, -9999, 32, -9999, -9999, -9999, 86, -9999, 79, -9999, 2, -9999, 32, -9999, -9999, 97, -9999, -9999, -9999, -9999, -9999, 35, -9999, -9999, -9999, -9999, 59, -9999, -9999, -9999, 2, 90, -9999, -9999, -9999, 1, 82, 6, 67, 50, -9999, -9999, 43, -9999, -9999, 20, 74, 15, 84, -9999, 23, -9999, 1, 44, 80, 54, 40, -9999, -9999, 27, -9999, -9999, 96, 54, -9999, 52, 45, -9999, -9999, 80, 40, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 100, 48, -9999, 62, 4, -9999, -9999, 28, 32, -9999, 35, -9999, 33, 24, 2, -9999, -9999, -9999, -9999, -9999, 29, -9999, 72, -9999, -9999, -9999, -9999, -9999, -9999, 60, -9999, -9999, -9999, 75, -9999, 18, -9999, 77, 32, 11, -9999, 22, -9999, -9999, -9999, -9999, -9999, 27, -9999, -9999, -9999, 34, -9999, 94, -9999, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1],
[-9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 78, 54, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 85, -9999, -9999, -9999, 47, -9999, 15, -9999, -9999, -9999, -9999, -9999, -9999, 63, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 77, -9999, -9999, 79, -9999, 63, -9999, 63, 40, -9999, 57, 64, -9999, -9999, 44, -9999, -9999, -9999, 37, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 94, -9999, 47, 99, -9999, -9999, -9999, -9999, -9999, -9999, 67, -9999, 8, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 99, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 96, -9999, 80, -9999, 28, -9999, -9999, -9999, 97, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 66, 20, -9999, -9999, -9999, -9999, -9999, 73, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 51, -9999, 61, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 95, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 7, -9999, -9999, -9999, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1],
[-9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 12, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 50, -9999, -9999, -9999, -9999, 28, -9999, -9999, -9999, -9999, -9999, 59, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 70, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 31, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 26, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 39, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 23, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1],
[-9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 23, 92, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 26, -9999, -9999, -9999, 61, -9999, 96, -9999, -9999, -9999, -9999, -9999, -9999, 87, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 42, -9999, -9999, -9999, 16, 98, 70, 84, 75, -9999, -9999, 10, -9999, -9999, -9999, 76, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 2, -9999, 75, -9999, 32, 81, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 99, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 41, -9999, 54, -9999, 81, -9999, -9999, -9999, 93, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 84, -9999, -9999, -9999, -9999, 8, -9999, -9999, 42, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 69, -9999, 82, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 8, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 71, -9999, -9999, 81, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1],
[-9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 94, -9999, -9999, -9999, -9999, 5, 62, -9999, -9999, -9999, -9999, 23, -9999, -9999, 77, -9999, -9999, -9999, 75, -9999, 9, -9999, 95, 79, -9999, 55, -9999, -9999, -9999, 53, -9999, -9999, -9999, -9999, -9999, 65, -9999, -9999, -9999, 74, -9999, 12, 88, 1, -9999, 83, 16, 70, 97, -9999, 31, -9999, -9999, -9999, 77, -9999, 50, 67, -9999, 5, 82, -9999, 79, 19, -9999, -9999, -9999, -9999, -9999, 10, -9999, -9999, 50, -9999, -9999, 81, -9999, -9999, 18, 41, -9999, 65, -9999, 61, -9999, -9999, -9999, -9999, 79, 55, -9999, -9999, 84, -9999, -9999, -9999, 31, -9999, 28, -9999, 98, 92, -9999, -9999, 96, 33, -9999, -9999, -9999, 48, -9999, 54, 47, -9999, -9999, 11, 3, -9999, -9999, 81, 24, -9999, -9999, -9999, -9999, 57, -9999, -9999, -9999, -9999, 9, 7, -9999, 38, 48, 56, 59, 28, 98, -9999, -9999, 56, 54, 25, -9999, 96, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 71, -9999, -9999, 80, 24, -9999, 6, 33, -9999, -9999, -9999, 54, 79, -9999, 11, 81, 11, -9999, -9999, 1, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 91, 83, 91, 71, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1],
[-9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 11, 12, 59, 91, 91, 65, 56, -9999, 56, -9999, -9999, 45, -9999, -9999, 51, 81, 37, -9999, 21, 80, 15, 3, -9999, 59, -9999, -9999, 83, -9999, -9999, 65, 78, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 15, -9999, 13, 57, -9999, 61, 48, 9, 66, 34, 100, -9999, 99, -9999, -9999, 25, 47, -9999, -9999, 39, 8, 11, -9999, 14, 39, 61, -9999, 44, -9999, -9999, -9999, 66, 31, -9999, -9999, -9999, -9999, 75, -9999, -9999, -9999, 2, 58, 73, 86, -9999, 16, -9999, 21, 11, 100, 26, -9999, 66, -9999, 66, -9999, -9999, 70, -9999, -9999, -9999, -9999, -9999, 49, -9999, 18, 67, 51, 21, -9999, -9999, -9999, 12, -9999, -9999, 65, -9999, -9999, 100, -9999, 64, -9999, -9999, -9999, -9999, -9999, 45, -9999, 10, 60, -9999, -9999, -9999, -9999, -9999, -9999, 73, -9999, 4, 66, 79, -9999, 95, 98, 30, -9999, -9999, -9999, 79, -9999, 32, -9999, -9999, -9999, 1, -9999, 28, 28, -9999, -9999, -9999, -9999, -9999, -9999, 94, 22, -9999, -9999, 68, 95, 29, -9999, -9999, -9999, 31, -9999, 93, 26, -9999, -9999, 56, 47, -9999, 67, -9999, -9999, 18, 28, -9999, 49, -9999, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1],
[-9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 39, -9999, 85, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 84, -9999, -9999, -9999, -9999, -9999, 2, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 57, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 43, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 94, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 25, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1],
[-9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 77, -9999, -9999, 2, -9999, 14, 78, -9999, -9999, -9999, -9999, -9999, 69, 95, 24, 83, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 20, -9999, -9999, -9999, 81, -9999, -9999, -9999, -9999, -9999, 26, -9999, -9999, -9999, -9999, 21, 99, 36, 79, 24, -9999, 9, 62, 18, 87, 30, -9999, -9999, 47, 34, -9999, 99, 81, -9999, -9999, 31, -9999, -9999, 59, -9999, -9999, -9999, 39, 36, 83, -9999, 97, 88, -9999, -9999, 44, -9999, 33, 89, -9999, -9999, 99, 29, 85, 83, -9999, -9999, 44, 10, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 37, -9999, -9999, 65, -9999, -9999, 78, 8, 21, -9999, -9999, -9999, -9999, 84, 13, 88, -9999, -9999, -9999, 11, -9999, 32, -9999, -9999, 49, -9999, 29, -9999, -9999, 88, 29, -9999, -9999, 67, -9999, -9999, -9999, 78, 37, 35, 84, 61, 27, -9999, -9999, -9999, 5, 63, -9999, -9999, -9999, 62, 35, -9999, -9999, -9999, -9999, 83, -9999, 21, -9999, 88, -9999, -9999, -9999, -9999, -9999, 23, 42, -9999, -9999, 18, 57, 3, 29, -9999, 63, 43, -9999, -9999, 42, 16, -9999, -9999, -9999, -9999, 9, 94, 93, -9999, 22, -9999, 9, -9999, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1],
[-9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 90, 44, 44, 2, 30, -9999, 95, -9999, -9999, -9999, 51, -9999, -9999, 59, -9999, 27, -9999, 39, -9999, 92, -9999, -9999, -9999, 85, -9999, 21, -9999, -9999, -9999, 86, -9999, 75, -9999, -9999, 97, 75, 9, 79, 63, 21, 5, -9999, -9999, 21, -9999, -9999, 46, -9999, -9999, 36, 67, -9999, 63, 88, -9999, -9999, -9999, -9999, -9999, 24, -9999, -9999, 90, -9999, -9999, -9999, -9999, 97, 88, -9999, -9999, -9999, 93, -9999, -9999, -9999, -9999, -9999, 59, 50, -9999, -9999, 87, 47, 54, -9999, -9999, -9999, 12, -9999, 77, 66, 38, 10, 91, -9999, -9999, 91, -9999, 93, 60, -9999, -9999, 64, -9999, 75, -9999, 35, -9999, 73, 70, -9999, 64, 47, -9999, 83, -9999, 10, -9999, 43, -9999, -9999, -9999, 35, 40, 51, 77, -9999, 1, 84, -9999, -9999, 19, 33, -9999, 89, -9999, 4, 5, -9999, -9999, 30, -9999, 64, -9999, -9999, -9999, 21, -9999, -9999, -9999, -9999, -9999, -9999, 47, -9999, -9999, 8, -9999, 27, 54, 35, 93, 70, -9999, -9999, 3, -9999, -9999, -9999, -9999, -9999, 4, -9999, -9999, -9999, 54, 75, 97, 57, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1],
