NbNodes = 105;
NbNDDs = 5;
NbPairs = 95;
NbTerminals = 5;
K = 0;
L = 97;
Wt = [
[-9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 33, -9999, -9999, 50, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 57, -9999, 42, -9999, -9999, 42, 43, -9999, -9999, -9999, -9999, -9999, -9999, 86, -9999, -9999, -9999, -9999, -9999, 81, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 31, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 57, -9999, -9999, 68, 73, -9999, -9999, -9999, -9999, -9999, 30, -9999, -9999, -9999, -9999, -9999, 83, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 1, 1, 1, 1, 1],
[-9999, -9999, -9999, -9999, -9999, 59, -9999, -9999, 85, -9999, 2, 81, 72, -9999, -9999, -9999, -9999, -9999, -9999, 24, 88, -9999, 55, -9999, -9999, -9999, 54, -9999, -9999, 69, -9999, -9999, -9999, -9999, 63, -9999, -9999, -9999, 74, -9999, -9999, -9999, -9999, -9999, -9999, 74, 7, -9999, 7, -9999, 74, 19, 84, 49, 42, -9999, 69, 77, 75, -9999, 71, -9999, 73, -9999, -9999, -9999, -9999, 47, -9999, -9999, 11, -9999, -9999, 94, -9999, 32, 81, -9999, -9999, -9999, 10, 84, 98, 29, -9999, 18, 87, 84, -9999, 27, 48, -9999, 2, -9999, -9999, -9999, 36, 52, -9999, 65, 1, 1, 1, 1, 1],
[-9999, -9999, -9999, -9999, -9999, 71, -9999, -9999, 83, -9999, 12, 32, -9999, 62, 32, -9999, -9999, 44, 42, -9999, 23, 82, 5, -9999, 28, 31, 30, -9999, -9999, 73, -9999, 75, 61, 66, 83, 51, 54, 77, -9999, -9999, -9999, 48, -9999, 40, 58, 36, 4, -9999, -9999, -9999, -9999, 92, 56, 52, -9999, 50, -9999, 70, -9999, -9999, -9999, 13, 99, 90, -9999, -9999, -9999, 18, -9999, 89, -9999, -9999, 38, 85, 31, -9999, 56, -9999, 47, 53, 58, 42, 54, 2, -9999, 57, 83, 75, 35, 5, 53, -9999, -9999, 71, 50, -9999, 95, -9999, 23, 96, 1, 1, 1, 1, 1],
[-9999, -9999, -9999, -9999, -9999, 1, -9999, -9999, -9999, -9999, -9999, 91, -9999, 32, 99, -9999, -9999, -9999, 38, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 27, -9999, -9999, -9999, -9999, -9999, 39, -9999, 44, -9999, -9999, -9999, 49, 56, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 57, -9999, -9999, -9999, -9999, -9999, -9999, 2, -9999, -9999, -9999, -9999, -9999, 28, -9999, -9999, -9999, -9999, 48, -9999, -9999, -9999, 87, -9999, 37, -9999, -9999, -9999, 91, -9999, -9999, -9999, -9999, -9999, 46, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 13, -9999, -9999, -9999, -9999, -9999, 1, 1, 1, 1, 1],
[-9999, -9999, -9999, -9999, -9999, 47, -9999, -9999, 87, -9999, 77, 46, -9999, -9999, 29, -9999, -9999, 100, -9999, -9999, 1, -9999, 28, -9999, 73, 54, 25, 75, 38, 76, 94, 82, 81, -9999, 87, -9999, 58, -9999, 30, -9999, -9999, -9999, 95, -9999, 75, 12, -9999, -9999, -9999, -9999, -9999, 100, 58, 8, -9999, -9999, 35, 48, -9999, -9999, 79, -9999, 47, -9999, -9999, -9999, 75, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 89, -9999, -9999, -9999, -9999, 54, -9999, 55, -9999, -9999, 52, -9999, 83, 23, 76, -9999, -9999, 45, -9999, -9999, -9999, 21, -9999, 30, 79, 1, 1, 1, 1, 1],
[-9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 4, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 83, -9999, 52, -9999, -9999, 52, 61, -9999, -9999, -9999, -9999, -9999, -9999, 57, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 67, 20, -9999, -9999, -9999, -9999, -9999, -9999, 62, -9999, -9999, 26, -9999, -9999, -9999, -9999, -9999, -9999, 2, -9999, 30, -9999, -9999, -9999, -9999, 64, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 11, -9999, -9999, -9999, -9999, -9999, 77, -9999, 1, 1, 1, 1, 1],
[-9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 65, -9999, -9999, 30, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 52, -9999, 7, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 93, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 39, -9999, 19, -9999, -9999, -9999, -9999, 31, 29, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 82, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 52, -9999, -9999, -9999, 45, -9999, 63, -9999, -9999, -9999, -9999, -9999, 53, -9999, -9999, -9999, -9999, -9999, 11, -9999, 1, 1, 1, 1, 1],
[-9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 33, -9999, -9999, 76, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 46, -9999, -9999, -9999, -9999, 100, 62, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 19, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 44, -9999, -9999, -9999, -9999, -9999, -9999, 72, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 15, -9999, -9999, 73, 40, -9999, -9999, -9999, 23, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 1, 1, 1, 1, 1],
[-9999, -9999, -9999, -9999, -9999, 39, -9999, -9999, -9999, -9999, -9999, 90, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 49, -9999, 32, -9999, -9999, 47, 53, -9999, 63, -9999, -9999, -9999, 85, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 50, -9999, -9999, -9999, -9999, -9999, -9999, 67, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 6, -9999, -9999, -9999, -9999, -9999, -9999, 60, -9999, 15, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 96, -9999, -9999, -9999, 65, -9999, 1, 1, 1, 1, 1],
[-9999, -9999, -9999, -9999, -9999, 10, -9999, -9999, -9999, -9999, -9999, 13, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 40, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 33, -9999, -9999, -9999, 58, 82, -9999, -9999, -9999, -9999, -9999, 41, -9999, -9999, -9999, -9999, -9999, 12, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, -9999, 40, -9999, -9999, -9999, -9999, -9999, -9999, 64, -9999, -9999, 72, -9999, 97, 58, -9999, -9999, -9999, -9999, -9999, 91, -9999, -9999, -9999, -9999, -9999, 21, -9999, 5, -9999, -9999, -9999, 75, -9999, 1, 1, 1, 1, 1],
